T	w(AL)	w(CU)	w(SI)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(SI@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(SI@LIQUID)	dwdT_L(AL@FCC_A1)	dwdT_L(CU@FCC_A1)	dwdT_L(SI@FCC_A1)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	dwdT_L(SI@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
K	%	%	%	mole/mole	kg/kg	%	%	%	%	%	%	SI	SI	SI	SI	SI	SI				
920.2866932	95	5	0	0	0	99.50297334	0.4970266633	0	95	5	0	0.003722616759	-0.003722616759		0.003722616759	-0.003722616759		-920.2866932	0	12.0989921780026	
920.2666932	95	5	0	0.001695083958	0.001651045928	99.50220751	0.4977924872	0	94.99255477	5.00744523	0	0.003722343174	-0.003722343174		0	0		-920.2666932	0.001651045928	12.1280746295318	
920.2466932	95	5	0	0.003386097843	0.003298142199	99.50144165	0.4985583463	0	94.98511006	5.014889936	0	0.003722112984	-0.003722112984		0	0		-920.2466932	0.003298142199	12.1592587749016	
920.2066932	95	5	0	0.006754239625	0.006578853556	99.49990981	0.5000901911	0	94.97022203	5.029777974	0	0.003721584962	-0.003721584962		0	0		-920.2066932	0.006578853556	12.237394104869	
920.1266932	95	5	0	0.01341724008	0.01306906647	99.49684566	0.5031543417	0	94.94045189	5.05954811	0	0.003720692979	-0.003720692979		0	0		-920.1266932	0.01306906647	12.3982744873918	
919.9666932	95	5	0	0.02651553099	0.02582837381	99.49071542	0.5092845771	0	94.88093462	5.119065375	0	0.003718754351	-0.003718754351		0	0		-919.9666932	0.02582837381	12.6940427544969	
919.6466932	95	5	0	0.05179833469	0.05045953489	99.47844724	0.5215527626	0	94.76199312	5.238006878	0	0.003714807397	-0.003714807397		0	0		-919.6466932	0.05045953489	13.3123876886782	
919.0066932	95	5	0	0.0990103114	0.09646493944	99.45387974	0.5461202636	0	94.52448626	5.475513742	0	0.003707007481	-0.003707007481		0	0		-919.0066932	0.09646493944	14.6118982344302	
917.7266932	95	5	0	0.1818877234	0.1772621279	99.40461775	0.5953822515	0	94.05100525	5.948994748	0	0.00369076978	-0.00369076978		0	0		-917.7266932	0.1772621279	17.4686290090897	
915.1666932	95	5	0	0.3127856136	0.3050055143	99.30556552	0.6944344761	0	93.11040265	6.889597352	0	0.003652004368	-0.003652004368		0	0		-915.1666932	0.3050055143	23.7398836028474	
912.6066932	95	5	0	0.4114887351	0.4014850435	99.20577039	0.7942296059	0	92.17872757	7.821272435	0	0.003615460782	-0.003615460782		0	0		-912.6066932	0.4014850435	30.6778551568987	
910.0466932	95	5	0	0.4885581129	0.4769581382	99.10518158	0.894818425	0	91.25649408	8.74350592	0	0.003580616101	-0.003580616101		0	0		-910.0466932	0.4769581382	38.4985826044892	
907.4866932	95	5	0	0.5504020057	0.5376490995	99.00374409	0.9962559126	0	90.34419543	9.655804565	0	0.003542145284	-0.003542145284		0	0		-907.4866932	0.5376490995	47.1863718667018	
904.9266932	95	5	0	0.6011300591	0.5875497765	98.90139985	1.09860015	0	89.44231053	10.55768947	0	0.003501175831	-0.003501175831		0	0		-904.9266932	0.5875497765	56.7215009318448	
902.3666932	95	5	0	0.6434997672	0.6293388001	98.79808669	1.201913313	0	88.55129257	11.44870743	0	0.003458193864	-0.003458193864		0	0		-902.3666932	0.6293388001	67.0784790674539	
899.8066932	95	5	0	0.6794306628	0.6648809821	98.69373815	1.306261852	0	87.67156549	12.32843451	0	0.003413475173	-0.003413475173		0	0		-899.8066932	0.6648809821	78.2252313000206	
897.2466932	95	5	0	0.7103004446	0.6955149258	98.58828328	1.411716716	0	86.80352066	13.19647934	0	0.003367222442	-0.003367222442		0	0		-897.2466932	0.6955149258	90.1222390946883	
894.6866932	95	5	0	0.737123814	0.7222267198	98.48164637	1.518353626	0	85.94751387	14.05248613	0	0.00331961294	-0.00331961294		0	0		-894.6866932	0.7222267198	102.72172796294	
892.1266932	95	5	0	0.7606648689	0.7457591009	98.37374663	1.626253371	0	85.10386298	14.89613702	0	0.003270815905	-0.003270815905		0	0		-892.1266932	0.7457591009	115.966940936054	
889.5666932	95	5	0	0.7815101756	0.7666824271	98.26449785	1.735502155	0	84.2728461	15.7271539	0	0.003220998592	-0.003220998592		0	0		-889.5666932	0.7666824271	129.791536831849	
887.0066932	95	5	0	0.8001176888	0.785442193	98.15380802	1.846191983	0	83.45470037	16.54529963	0	0.003170327733	-0.003170327733		0	0		-887.0066932	0.785442193	144.119152150817	
884.4466932	95	5	0	0.8168503483	0.8023916636	98.0415789	1.958421101	0	82.6496214	17.3503786	0	0.003118969072	-0.003118969072		0	0		-884.4466932	0.8023916636	158.863163418291	
881.8866932	95	5	0	0.8319996777	0.8178147985	97.92770551	2.072294495	0	81.85776323	18.14223677	0	0.003067069172	-0.003067069172		0	0		-881.8866932	0.8178147985	173.926684548432	
