T	w(AL)	w(CU)	fs	fw(@FCC_A1)	w(AL@FCC_A1)	w(CU@FCC_A1)	w(AL@LIQUID)	w(CU@LIQUID)	w(AL@ALCU_THETA)	w(CU@ALCU_THETA)	dwdT_L(AL@LIQUID)	dwdT_L(CU@LIQUID)	-T	fw(@FCC_A1)_1	-T//fw(@FCC_A1)	
888.8598086	91	9	0.4965510426	0.0583210832	98.23408152	1.765918485	84.04563885	15.95436115			0	0	-888.8598086	0.0583210832	-671.335522553564	
886.2998086	91	9	0.5265446783	0.05469793893	98.12297674	1.87702326	83.2310834	16.7689166			0	0	-886.2998086	0.05469793893	-748.042461339118	
883.7398086	91	9	0.5531905773	0.05143826925	98.01030438	1.989695617	82.42964139	17.57035861			0	0	-883.7398086	0.05143826925	-828.964948685479	
881.1798086	91	9	0.5770014677	0.04849033175	97.8959575	2.104042501	81.64145545	18.35854455			0	0	-881.1798086	0.04849033175	-914.217083822217	
878.6198086	91	9	0.598391903	0.04581205816	97.77982166	2.220178344	80.86662741	19.13337259			0	0	-878.6198086	0.04581205816	-1003.93854692211	
876.0598086	91	9	0.6177006032	0.04336887976	97.66177426	2.338225741	80.10521945	19.89478055			0	0	-876.0598086	0.04336887976	-1098.29428398046	
873.4998086	91	9	0.6352069711	0.0411321117	97.54168377	2.458316231	79.35725565	20.64274435			0	0	-873.4998086	0.0411321117	-1197.47415904669	
870.9398086	91	9	0.6511434792	0.03907773634	97.41940881	2.580591188	78.62272385	21.37727615			0	0	-870.9398086	0.03907773634	-1301.69270116305	
868.3798086	91	9	0.6657050817	0.03718547582	97.29479715	2.705202852	77.90157785	22.09842215			0	0	-868.3798086	0.03718547582	-1411.18914268389	
865.8198086	91	9	0.6790564515	0.03543807743	97.16768448	2.832315517	77.19373971	22.80626029			0	0	-865.8198086	0.03543807743	-1526.22794609496	
863.2598086	91	9	0.6913376085	0.03382075746	97.03789309	2.962106905	76.4991023	23.5008977			0	0	-863.2598086	0.03382075746	-1647.09993704246	
860.6998086	91	9	0.7026683384	0.03232076438	96.90523024	3.094769755	75.81753181	24.18246819			0	0	-860.6998086	0.03232076438	-1774.12429571109	
858.1398086	91	9	0.7131516971	0.03092703298	96.76948632	3.23051368	75.14887035	24.85112965			0	0	-858.1398086	0.03092703298	-1907.65166243213	
855.5798086	91	9	0.7228768126	0.02962990842	96.63043267	3.36956733	74.49293845	25.50706155			0	0	-855.5798086	0.02962990842	-2048.06857499329	
853.0198086	91	9	0.7319211444	0.02842092448	96.48781907	3.512180931	73.84953758	26.15046242			0	0	-853.0198086	0.02842092448	-2195.80374326465	
850.4598086	91	9	0.7403523187	0.02729262436	96.34137073	3.658629274	73.21845248	26.78154752			0	0	-850.4598086	0.02729262436	-2351.3365780143	
847.8998086	91	9	0.7482296301	0.02623841494	96.19078474	3.809215258	72.59945335	27.40054665			0	0	-847.8998086	0.02623841494	-2515.20862336442	
845.3398086	91	9	0.7556052783	0.02525244774	96.0357259	3.9642741	71.99229796	28.00770204			0	0	-845.3398086	0.02525244774	-2688.03902620429	
842.7798086	91	9	0.7625253935	0.0243295214	95.87582161	4.124178386	71.39673347	28.60326653			0	0	-842.7798086	0.0243295214	-2870.54519857795	
840.2198086	91	9	0.7690308914	0.02346500154	95.71065584	4.289344162	70.81249817	29.18750183			0	0	-840.2198086	0.02346500154	-3063.57075874005	
837.6598086	91	9	0.7751581902	0.02265475506	95.53976167	4.460238325	70.23932293	29.76067707			0	0	-837.6598086	0.02265475506	-3268.12365367758	
835.0998086	91	9	0.780939816	0.02189509649	95.36261231	4.63738769	69.67693249	30.32306751			0	0	-835.0998086	0.02189509649	-3485.42828692563	
832.5398086	91	9	0.7864049161	0.02118274458	95.17860982	4.82139018	69.12504652	30.87495348			0	0	-832.5398086	0.02118274458	-3716.99878127166	
829.9798086	91	9	0.791579697	0.02051478822	94.9870712	5.012928801	68.5833804	31.4166196			0	0	-829.9798086	0.02051478822	-3964.74276029663	
827.4198086	91	9	0.7964878013	0.01988866068	94.78721073	5.212789266	68.05164582	31.94835418			0	0	-827.4198086	0.01988866068	-4231.11181856248	
824.8598086	91	9	0.8011506328	0.01930212226	94.5781175	5.421882497	67.52955108	32.47044892			0	0	-824.8598086	0.01930212226	-4519.32491739985	
822.2998086	91	9	0.8055876408	0.01875325157	94.35872627	5.641273735	67.01680108	32.98319892			0	0	-822.2998086	0.01875325157	-4417.86537217611	
821.0198086	91	9	0.8077233175	0.009205273453	94.24478464	5.755215362	66.76383713	33.23616287			0	0	-821.0198086	0.009205273453	-72.1318607956547	
820.8598086	91	9	0.8079863453	0.001144330006	94.23033037	5.769669631	66.73237378	33.26762622			0	0	-820.8598086	0.001144330006	-131.729537467462	
820.7798086	91	9	0.8081175547	0.0005715875502	94.22308514	5.776914856	66.71665508	33.28334492			0	0	-820.7798086	0.0005715875502	-139.803190520639	
820.7398086	91	9	0.8081830739	0.0002855980701	94.21945801	5.780541991	66.708799	33.291201			0	0	-820.7398086	0.0002855980701	-139.963387454361	
820.7198086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-820.7198086	0.4084493769	0.0489999383515035	
820.6998086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-820.6998086	0.4084493769	NaN	
820.6598086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-820.6598086	0.4084493769	NaN	
820.5798086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-820.5798086	0.4084493769	NaN	
820.4198086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-820.4198086	0.4084493769	NaN	
820.0998086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-820.0998086	0.4084493769	NaN	
819.4598086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-819.4598086	0.4084493769	NaN	
818.1798086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-818.1798086	0.4084493769	NaN	
815.6198086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-815.6198086	0.4084493769	NaN	
810.4998086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-810.4998086	0.4084493769	NaN	
805.3798086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-805.3798086	0.4084493769	NaN	
800.2598086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-800.2598086	0.4084493769	NaN	
795.1398086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-795.1398086	0.4084493769	NaN	
790.0198086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-790.0198086	0.4084493769	NaN	
784.8998086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-784.8998086	0.4084493769	NaN	
779.7798086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-779.7798086	0.4084493769	NaN	
774.6598086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-774.6598086	0.4084493769	NaN	
769.5398086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-769.5398086	0.4084493769	NaN	
764.4198086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-764.4198086	0.4084493769	NaN	
759.2998086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-759.2998086	0.4084493769	NaN	
754.1798086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-754.1798086	0.4084493769	NaN	
749.0598086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-749.0598086	0.4084493769	NaN	
743.9398086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-743.9398086	0.4084493769	NaN	
738.8198086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-738.8198086	0.4084493769	NaN	
733.6998086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-733.6998086	0.4084493769	NaN	
728.5798086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-728.5798086	0.4084493769	NaN	
723.4598086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-723.4598086	0.4084493769	NaN	
718.3398086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-718.3398086	0.4084493769	NaN	
713.2198086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-713.2198086	0.4084493769	NaN	
708.0998086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-708.0998086	0.4084493769	NaN	
702.9798086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-702.9798086	0.4084493769	NaN	
697.8598086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-697.8598086	0.4084493769	NaN	
692.7398086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-692.7398086	0.4084493769	NaN	
687.6198086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-687.6198086	0.4084493769	NaN	
682.4998086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-682.4998086	0.4084493769	NaN	
677.3798086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-677.3798086	0.4084493769	NaN	
672.2598086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-672.2598086	0.4084493769	NaN	
667.1398086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-667.1398086	0.4084493769	NaN	
662.0198086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-662.0198086	0.4084493769	NaN	
656.8998086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-656.8998086	0.4084493769	NaN	
651.7798086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-651.7798086	0.4084493769	NaN	
646.6598086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-646.6598086	0.4084493769	NaN	
641.5398086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-641.5398086	0.4084493769	NaN	
636.4198086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-636.4198086	0.4084493769	NaN	
631.2998086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-631.2998086	0.4084493769	NaN	
626.1798086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-626.1798086	0.4084493769	NaN	
621.0598086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-621.0598086	0.4084493769	NaN	
615.9398086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-615.9398086	0.4084493769	NaN	
610.8198086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-610.8198086	0.4084493769	NaN	
605.6998086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-605.6998086	0.4084493769	NaN	
600.5798086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-600.5798086	0.4084493769	NaN	
595.4598086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-595.4598086	0.4084493769	NaN	
590.3398086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-590.3398086	0.4084493769	NaN	
585.2198086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-585.2198086	0.4084493769	NaN	
580.0998086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-580.0998086	0.4084493769	NaN	
574.9798086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-574.9798086	0.4084493769	NaN	
569.8598086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-569.8598086	0.4084493769	NaN	
564.7398086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-564.7398086	0.4084493769	NaN	
559.6198086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-559.6198086	0.4084493769	NaN	
554.4998086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-554.4998086	0.4084493769	NaN	
549.3798086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-549.3798086	0.4084493769	NaN	
544.2598086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-544.2598086	0.4084493769	NaN	
539.1398086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-539.1398086	0.4084493769	NaN	
534.0198086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-534.0198086	0.4084493769	NaN	
528.8998086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-528.8998086	0.4084493769	NaN	
523.7798086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-523.7798086	0.4084493769	NaN	
518.6598086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-518.6598086	0.4084493769	NaN	
513.5398086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-513.5398086	0.4084493769	NaN	
508.4198086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-508.4198086	0.4084493769	NaN	
503.2998086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-503.2998086	0.4084493769	NaN	
498.1798086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-498.1798086	0.4084493769	NaN	
493.0598086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-493.0598086	0.4084493769	NaN	
487.9398086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-487.9398086	0.4084493769	NaN	
482.8198086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-482.8198086	0.4084493769	NaN	
477.6998086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-477.6998086	0.4084493769	NaN	
472.5798086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-472.5798086	0.4084493769	NaN	
467.4598086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-467.4598086	0.4084493769	NaN	
462.3398086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-462.3398086	0.4084493769	NaN	
457.2198086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-457.2198086	0.4084493769	NaN	
452.0998086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-452.0998086	0.4084493769	NaN	
446.9798086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-446.9798086	0.4084493769	NaN	
441.8598086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-441.8598086	0.4084493769	NaN	
436.7398086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-436.7398086	0.4084493769	NaN	
431.6198086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-431.6198086	0.4084493769	NaN	
426.4998086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-426.4998086	0.4084493769	NaN	
421.3798086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-421.3798086	0.4084493769	NaN	
416.2598086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-416.2598086	0.4084493769	NaN	
411.1398086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-411.1398086	0.4084493769	NaN	
406.0198086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-406.0198086	0.4084493769	NaN	
400.8998086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-400.8998086	0.4084493769	NaN	
395.7798086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-395.7798086	0.4084493769	NaN	
390.6598086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-390.6598086	0.4084493769	NaN	
385.5398086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-385.5398086	0.4084493769	NaN	
380.4198086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-380.4198086	0.4084493769	NaN	
375.2998086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-375.2998086	0.4084493769	NaN	
370.1798086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-370.1798086	0.4084493769	NaN	
365.0598086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-365.0598086	0.4084493769	NaN	
359.9398086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-359.9398086	0.4084493769	NaN	
354.8198086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-354.8198086	0.4084493769	NaN	
349.6998086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-349.6998086	0.4084493769	NaN	
344.5798086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-344.5798086	0.4084493769	NaN	
339.4598086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-339.4598086	0.4084493769	NaN	
334.3398086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-334.3398086	0.4084493769	NaN	
329.2198086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-329.2198086	0.4084493769	NaN	
324.0998086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-324.0998086	0.4084493769	NaN	
318.9798086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-318.9798086	0.4084493769	NaN	
313.8598086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-313.8598086	0.4084493769	NaN	
308.7398086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-308.7398086	0.4084493769	NaN	
303.6198086	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-303.6198086	0.4084493769	NaN	
300	91	9	1	0.4084493769	94.21994474	5.780055262			47.71311208	52.28688792			-300	0.4084493769	NaN	
